,year,neighbourhood,population,% spaniards,% strangers,% w/ higher education,unemployed,total_surface(m2),housing(m2),parking(m2),commerce(m2),industry(m2),offices(m2),education(m2),healthcare(m2),hostelry(m2),sports(m2),religious(m2),entertainment(m2),other_uses(m2),avg_€/month,avg_€/m2,avg_housing(m2),new_contracts_1000_hab,expired_contracts_1000_hab,win_lost_rents_1000_hab,binary_rent_growth_1000_hab
218,2011,les Tres Torres,15700.0,90.7,9.3,46.8,480.0,1508531,931487,241619,49113,65548,70320,53348,53085,12899,16373.0,14680,59.0,0,1.555,14.03,0.11083392729864576,51.1731135066582,48.57324032974,2.5998731769181944,1.0
219,2012,Baró de Viver,2393.0,91.5,8.5,5.3,183.0,110971,80163,10269,11414,2004,707,5883,0,0,0.0,224,0.0,307,,,,38.1426202321725,37.3134328358209,0.8291873963515997,1.0
220,2012,Can Baró,8990.0,86.0,14.1,20.6,585.0,411842,316558,29841,22451,25401,3896,8416,2335,1778,1112.0,0,0.0,54,,,,58.6340921710161,60.1887840088839,-1.5546918378678,0.0
221,2012,Can Peguera,2242.0,94.7,5.3,6.0,169.0,55756,46415,3213,818,533,0,4403,0,0,0.0,374,0.0,0,,,,50.915587315766,29.9240732469853,20.991514068780695,1.0
222,2012,Canyelles,7144.0,94.9,5.1,9.1,677.0,304624,240025,12396,9562,22239,7034,7616,1768,628,3022.0,105,0.0,229,,,,32.3746005279978,36.5430040294567,-4.168403501458897,0.0
223,2012,Ciutat Meridiana,10709.0,67.3,32.7,4.5,1339.0,277048,233850,2009,10199,7813,2279,15732,456,2486,1232.0,992,0.0,0,,,,97.6925939709713,102.15854112393,-4.465947152958691,0.0
224,2012,Diagonal Mar i el Front Marítim del Poblenou,12701.0,82.7,17.3,38.0,982.0,1485988,531172,386284,133491,30548,178413,12505,12998,108155,30963.0,2478,56166.0,2815,,,,61.8910717137837,45.679603897141,16.211467816642703,1.0
225,2012,Horta,26816.0,90.7,9.3,18.2,2132.0,1410793,904416,145880,93793,70779,13353,48923,34239,4807,66154.0,17859,5124.0,5466,,,,51.5307444563729,53.6778588087217,-2.147114352348801,0.0
226,2012,Hostafrancs,16094.0,77.8,22.2,23.1,1073.0,1044548,553691,130084,115139,78790,48548,25163,967,73897,11863.0,2478,784.0,3144,,,,86.1381201695338,84.2682622787335,1.8698578908003043,1.0
227,2012,Montbau,5090.0,88.8,11.2,20.5,336.0,549074,158702,30352,9333,47785,11693,108398,156331,2513,17628.0,6339,0.0,0,,,,56.7651632970451,47.6283048211508,9.1368584758943,1.0
228,2012,Navas,21728.0,85.5,14.5,21.2,1504.0,1066415,753837,124845,95462,54612,12028,12047,663,3732,1185.0,4563,3087.0,354,,,,62.1035820214465,60.3239790098106,1.7796030116358992,1.0
229,2012,Pedralbes,11778.0,83.7,16.3,46.6,350.0,1573472,793481,172219,28064,49523,54997,279354,7558,17474,39041.0,27993,1158.0,102610,,,,37.5690607734807,37.9090522736932,-0.33999150021249847,0.0
230,2012,Porta,24772.0,85.6,14.4,13.2,1920.0,1283213,753744,237819,137360,51804,32211,16973,707,22073,11615.0,2527,10555.0,5825,,,,68.6153083973247,67.9960366608868,0.619271736437895,1.0
231,2012,Provençals del Poblenou,19952.0,86.5,13.5,18.8,1515.0,1289301,677605,103421,74591,319742,71292,19979,908,13561,84.0,1862,0.0,6256,,,,55.8656408709207,49.2784230904611,6.5872177804596035,1.0
232,2012,Sant Andreu,56204.0,92.0,8.0,20.0,4209.0,2964348,1971493,344894,237999,224206,27878,53924,37636,10278,29078.0,11567,7626.0,7769,,,,55.2604934543581,48.8658365454642,6.3946569088939,1.0
233,2012,Sant Antoni,38277.0,80.3,19.7,29.6,2551.0,2424994,1631419,208666,226557,139366,100576,25118,23615,31235,13979.0,8269,11593.0,4601,,,,72.2922964661732,74.2468466590222,-1.9545501928489983,0.0
234,2012,Sant Genís dels Agudells,6922.0,87.0,13.0,15.6,464.0,365032,250938,27279,16488,13401,3421,31987,4321,1051,9957.0,4804,1385.0,0,,,,59.126700071582,56.9792412312097,2.147458840372302,1.0
235,2012,Sant Gervasi - Galvany,46466.0,89.1,10.9,47.0,1771.0,5129542,3109888,593020,362146,213704,502975,90430,82827,75807,36776.0,28516,23587.0,9866,,,,47.8981275990606,45.8296524530822,2.068475145978404,1.0
236,2012,Sant Gervasi - la Bonanova,24552.0,90.6,9.4,46.1,863.0,2506607,1427160,317889,116452,96484,86789,172946,142466,23882,63615.0,41569,3914.0,13441,,,,56.6936830529874,57.4267910235002,-0.7331079705127976,0.0
237,2012,Sant Martí de Provençals,26152.0,88.9,11.1,15.1,2109.0,1231635,879277,96917,68572,66144,24494,51686,9600,6182,21042.0,7720,0.0,1,,,,51.8144621620588,49.0229819127376,2.7914802493212036,1.0
238,2012,Sant Pere Santa Caterina i la Ribera,22873.0,61.5,38.5,33.7,2033.0,1950373,1071330,104048,145913,130382,168710,85328,3828,59663,623.0,12003,8900.0,159645,,,,95.0917552023883,103.301431205549,-8.209676003160695,0.0
239,2012,Sants,41530.0,82.7,17.3,25.6,2621.0,2533059,1493663,279648,246120,281530,75921,52512,31568,51670,7519.0,5040,6490.0,1378,,,,67.0124132632236,71.3822660808183,-4.3698528175946905,0.0
240,2012,Sants - Badal,24574.0,82.2,17.8,20.0,1408.0,1189275,801002,146476,108940,83054,21744,10369,5063,1918,6169.0,3294,215.0,1031,,,,65.6210637519808,66.5556052171793,-0.9345414651985067,0.0
241,2012,Sarrià,24362.0,87.7,12.3,46.8,733.0,2078228,1206082,286074,89275,74099,45738,186557,63223,17160,46095.0,40355,94.0,23476,,,,58.0515099152473,51.6744836665844,6.377026248662901,1.0
242,2012,Torre Baró,2178.0,89.6,10.4,5.0,256.0,145901,107551,10135,7465,11285,0,7300,1190,515,153.0,223,0.0,84,,,,74.5513115508514,56.1435803037276,18.40773124712379,1.0
243,2012,Vallbona,1329.0,85.8,14.2,7.7,156.0,91921,52671,7657,7668,3756,0,2746,35,7485,9074.0,82,0.0,747,,,,58.2959641255605,41.1061285500747,17.1898355754858,1.0
244,2012,Vallcarca i els Penitents,15521.0,87.2,12.8,35.2,978.0,1103822,692148,137453,46430,35790,13204,27299,116297,7503,22267.0,4815,142.0,474,,,,55.0358087618556,57.1649783857023,-2.1291696238466997,0.0
245,2012,Vallvidrera el Tibidabo i les Planes,4398.0,87.8,12.3,38.3,133.0,433012,266578,33736,13388,30156,1912,16369,8024,12246,4716.0,10468,30858.0,4561,,,,54.875283446712,51.7006802721088,3.174603174603199,1.0
246,2012,Verdun,12407.0,81.9,18.1,8.2,1126.0,475882,355665,39335,49161,14923,2576,11629,0,489,499.0,1604,0.0,1,,,,73.4762707781258,76.5277443186381,-3.051473540512305,0.0
247,2012,Vilapicina i la Torre Llobeta,25584.0,86.6,13.4,17.6,1947.0,1269540,863383,170924,109216,60033,15285,32372,8356,4418,645.0,2297,958.0,1653,,,,66.1315583398591,61.0806577916993,5.050900548159795,1.0
248,2012,el Baix Guinardó,25768.0,86.3,13.7,26.0,1606.0,1331736,911362,131092,83442,63389,20819,36642,49292,7258,13951.0,5149,72.0,9268,,,,65.1670653599815,66.054479512308,-0.8874141523264996,0.0
249,2012,el Barri Gòtic,16754.0,60.3,39.7,32.2,1333.0,2113879,928913,63484,230354,164517,290030,73178,7031,195629,2836.0,35164,17219.0,105524,,,,97.2320794889993,117.63662171753,-20.4045422285307,0.0
250,2012,el Besòs i el Maresme,23732.0,75.1,24.9,8.3,2252.0,985094,620337,37840,83363,89165,37347,37602,21830,18685,11795.0,2927,1453.0,22750,,,,82.3603793466807,83.7934668071654,-1.4330874604846997,0.0
251,2012,el Bon Pastor,12990.0,86.9,13.1,10.6,1039.0,1561622,366011,59050,192387,839928,79797,8631,6532,5134,2546.0,1043,0.0,563,,,,52.7152919790957,56.0478679088086,-3.3325759297128954,0.0
252,2012,el Camp d'en Grassot i Gràcia Nova,34582.0,86.8,13.3,34.5,2097.0,2095671,1386975,257160,129629,119284,63401,53714,20195,2788,26472.0,10119,799.0,25135,,,,56.3291139240506,61.0759493670886,-4.746835443037995,0.0
253,2012,el Camp de l'Arpa del Clot,38232.0,84.3,15.7,24.3,2850.0,1937333,1401527,196341,117309,128703,28808,27980,7632,18571,5005.0,3024,830.0,1603,,,,71.0469805687948,70.0780390719112,0.9689414968835877,1.0
254,2012,el Carmel,32323.0,86.2,13.8,9.5,2667.0,1290596,948522,120082,86466,63624,10473,33314,9327,2055,12216.0,3277,990.0,250,,,,64.6632512807697,66.0064975634137,-1.343246282644003,0.0
255,2012,el Clot,27201.0,85.7,14.4,21.6,1934.0,1322211,918158,171879,101083,66146,15903,23602,7774,5443,6527.0,1792,1168.0,2736,,,,61.2991765782251,65.5077767612077,-4.208600182982593,0.0
256,2012,el Coll,7222.0,85.1,14.9,26.1,414.0,357725,263926,38784,22957,14356,3592,3872,290,4836,4202.0,910,0.0,0,,,,55.4187192118227,59.2501368363437,-3.831417624521002,0.0
257,2012,el Congrés i els Indians,14112.0,86.1,13.9,20.4,978.0,724045,499066,60250,67158,40174,9333,28226,5110,4952,4929.0,4612,0.0,235,,,,60.6553896241772,60.0891782857952,0.5662113383819971,1.0
258,2012,el Fort Pienc,32225.0,80.7,19.3,32.5,1986.0,2086695,1278303,229150,122621,163397,132902,45689,10601,39652,20955.0,5986,30454.0,6985,,,,61.7723557096854,65.3022046073817,-3.529848897696297,0.0
259,2012,el Guinardó,35697.0,85.2,14.8,24.1,2494.0,1943718,1284548,178981,131551,125547,28433,29590,124694,11171,19092.0,7896,1638.0,577,,,,69.9304620906236,65.752579632122,4.1778824585016,1.0
260,2012,el Parc i la Llacuna del Poblenou,14147.0,80.2,19.8,28.7,926.0,2026348,524561,240040,214412,613855,302021,17240,27833,64776,8636.0,1398,0.0,11576,,,,74.6991383607491,55.9709463789789,18.728191981770202,1.0
261,2012,el Poble Sec - Parc Montjuïc,41380.0,69.4,30.6,20.2,3534.0,2496842,1215570,140973,177088,188680,82432,121796,17976,219768,234602.0,7674,13361.0,76922,,,,107.009549663096,102.380144456833,4.629405206263002,1.0
262,2012,el Poblenou,32816.0,82.8,17.2,26.7,2070.0,2002402,1194434,184977,162951,265269,86976,21146,17090,57620,2279.0,6512,2219.0,929,,,,67.2155320717621,62.5768001966085,4.638731875153596,1.0
263,2012,el Putxet i el Farró,29618.0,87.1,13.0,44.1,1550.0,2115360,1442291,288033,120559,91880,68698,33292,28282,15949,12298.0,12133,1466.0,479,,,,64.416456759026,62.6364399664148,1.7800167926112067,1.0
264,2012,el Raval,49844.0,50.0,50.0,19.7,4692.0,2719376,1537355,167497,211365,132736,142232,170434,15387,235734,11471.0,29450,51621.0,14094,,,,162.216737715952,173.781793705509,-11.565055989556981,0.0
265,2012,el Turó de la Peira,15428.0,76.6,23.4,11.0,1200.0,580365,449455,25834,32994,33673,2724,20273,5088,422,4753.0,4851,0.0,298,,,,92.1898171033119,90.0889767671775,2.1008403361343966,1.0
266,2012,l'Antiga Esquerra de l'Eixample,41887.0,80.5,19.5,41.3,2524.0,4007050,2305296,377188,338363,223520,341076,98248,156290,106007,6045.0,20592,8999.0,25426,,,,64.6643532368075,65.4062462606199,-0.7418930238123949,0.0
267,2012,la Barceloneta,15745.0,69.4,30.6,21.1,1465.0,1001037,429143,138748,60024,24042,121681,31577,39271,123730,28528.0,3627,0.0,666,,,,83.5399580392905,97.717591709581,-14.177633670290504,0.0
268,2012,la Bordeta,18498.0,86.1,13.9,18.3,1259.0,989532,601165,127224,58276,108981,38598,16472,2514,1402,703.0,1240,0.0,32957,,,,60.6532717309552,50.2847319222091,10.3685398087461,1.0
269,2012,la Clota,456.0,76.8,23.2,16.2,25.0,30796,19010,888,2492,5750,0,1390,411,0,0.0,855,0.0,0,,,,84.070796460177,110.619469026549,-26.548672566372005,0.0
270,2012,la Dreta de l'Eixample,43436.0,81.2,18.8,44.9,2166.0,6572827,3078105,470535,677674,533462,1156800,155842,57938,303470,12475.0,46949,27415.0,52162,,,,61.8152462230423,61.9536385653327,-0.13839234229040187,0.0
271,2012,la Font d'en Fargues,9498.0,93.8,6.3,26.1,782.0,529525,374383,64561,12287,22890,3294,25179,8582,1527,12289.0,2718,1258.0,557,,,,43.5782213397429,42.3241718047863,1.2540495349566,1.0
272,2012,la Font de la Guatlla,10236.0,81.1,18.9,24.0,884.0,559331,368523,72395,37074,35392,8655,11210,10157,13702,1155.0,1068,0.0,0,,,,62.5182304326689,62.9071463296062,-0.38891589693729856,0.0
273,2012,la Guineueta,15143.0,92.3,7.7,13.9,1389.0,756421,522106,64806,41278,13412,25075,18278,3042,3196,27118.0,1929,0.0,36181,,,,43.9249259137307,45.307869608166,-1.3829436944352977,0.0
274,2012,la Marina de Port,30256.0,86.2,13.8,11.6,2388.0,1568586,940980,247308,105227,61938,43326,27063,3417,1044,39758.0,1721,95941.0,863,,,,57.6531617309081,52.3671941690196,5.285967561888505,1.0
275,2012,la Marina del Prat Vermell,1046.0,90.6,9.4,2.9,152.0,3767604,84285,827465,259356,2177594,324802,32909,3638,9966,8074.0,155,0.0,39360,,,,44.2324371205551,33.8248048568951,10.407632263659998,1.0
276,2012,la Maternitat i Sant Ramon,23762.0,88.8,11.2,32.6,1392.0,2454202,961328,310549,109521,106736,170744,306114,68550,129145,277847.0,5622,140.0,7906,,,,40.4962153069807,40.53826745164,-0.042052144659301405,0.0
277,2012,la Nova Esquerra de l'Eixample,57760.0,83.1,16.9,35.1,3465.0,4199858,2461657,546304,328396,224994,308484,111302,62581,54473,20550.0,10196,23882.0,47039,,,,59.1597451261418,61.4736405864171,-2.3138954602752975,0.0
278,2012,la Prosperitat,26515.0,85.1,14.9,8.8,2156.0,1074111,782006,98294,75102,56299,8128,28730,9239,1315,12736.0,1622,536.0,104,,,,70.0389105058366,65.4300933096596,4.608817196177,1.0
279,2012,la Sagrada Família,52007.0,82.0,18.0,30.6,3228.0,2990896,2049232,334163,225304,200277,81214,14300,47418,18685,10185.0,1762,3197.0,5159,,,,71.3888195897062,71.2928668752039,0.09595271450230314,1.0
280,2012,la Sagrera,29038.0,86.7,13.3,18.6,2011.0,1579913,973393,197946,114755,131012,42598,63660,11246,3445,4594.0,1745,0.0,35519,,,,66.9185846788045,66.7811748540021,0.13740982480240405,1.0
281,2012,la Salut,13196.0,87.8,12.2,35.1,818.0,846371,535696,86496,33932,31869,13019,20647,82593,4034,23001.0,13737,665.0,682,,,,58.053284892522,54.1931577353921,3.8601271571299023,1.0
282,2012,la Teixonera,11410.0,85.1,14.9,12.6,778.0,487627,351305,60076,32205,25617,3304,1968,11180,719,181.0,1071,0.0,1,,,,62.2452445652174,61.5658967391304,0.6793478260869961,1.0
283,2012,la Trinitat Nova,7692.0,81.7,18.3,5.4,933.0,265804,212071,9675,8970,16744,0,10337,3608,0,3065.0,1334,0.0,0,,,,83.7813032647175,78.14343778681,5.637865477907496,1.0
284,2012,la Trinitat Vella,10487.0,67.1,33.0,7.8,1241.0,410516,257742,43721,33345,39336,5154,10727,1890,1967,2646.0,3253,0.0,10735,,,,112.255704245692,105.516511023395,6.739193222297004,1.0
285,2012,la Vall d'Hebron,5545.0,90.3,9.7,25.7,358.0,406149,213127,53647,6037,12538,1775,22587,1985,13478,56696.0,22694,0.0,1585,,,,43.4548392889208,47.9439755790986,-4.489136290177797,0.0
286,2012,la Verneda i la Pau,29201.0,88.8,11.2,10.3,2387.0,1439739,946065,68545,87948,267478,21913,28863,1837,426,4636.0,1769,0.0,10259,,,,49.3759617028552,46.093349290477,3.2826124123781995,1.0
287,2012,la Vila Olímpica del Poblenou,9322.0,83.3,16.7,51.4,600.0,1073314,429761,207338,79330,133858,84696,38469,7143,25086,45360.0,736,0.0,21537,,,,48.653908530652,44.9778354416694,3.676073088982598,1.0
288,2012,la Vila de Gràcia,51025.0,81.4,18.6,38.4,3348.0,3413196,2262956,296143,232033,235478,168782,65296,36725,38978,9374.0,46403,18997.0,2031,,,,69.8183666686218,75.2341290789294,-5.415762410307593,0.0
289,2012,les Corts,46698.0,89.5,10.5,36.2,2701.0,3845222,1955939,614740,355419,278057,384148,56238,67196,92698,16772.0,13155,4785.0,6075,,,,46.8266666666667,49.3013333333333,-2.474666666666593,0.0
290,2012,les Roquetes,16018.0,78.9,21.1,6.3,1469.0,560493,411764,42809,32904,27359,2156,19214,3449,1519,19062.0,257,0.0,0,,,,89.9513776337115,96.6837052736566,-6.7323276399450975,0.0
291,2012,les Tres Torres,16008.0,90.5,9.5,48.9,514.0,1509991,932820,241511,48374,65289,70172,53259,53403,12899,16442.0,15763,59.0,0,,,,53.0873493975904,51.0793172690763,2.0080321285141025,1.0
292,2013,Baró de Viver,2438.0,90.0,10.0,5.6,178.0,110971,80163,10269,11414,2004,707,5883,0,0,0.0,224,0.0,307,,,,77.0186335403727,44.3064182194617,32.71221532091101,1.0
293,2013,Can Baró,8916.0,86.6,13.4,22.1,555.0,412278,317788,29841,22248,25426,3896,7800,2335,1778,1112.0,0,0.0,54,,,,58.3119634295908,62.8832645779909,-4.571301148400103,0.0
294,2013,Can Peguera,2272.0,93.9,6.1,6.4,165.0,55756,46415,3213,818,533,0,4403,0,0,0.0,374,0.0,0,,,,62.3318385650224,38.1165919282511,24.215246636771305,1.0
295,2013,Canyelles,7097.0,95.4,4.6,9.5,648.0,304624,240025,12396,9562,22239,7034,7616,1768,628,3022.0,105,0.0,229,,,,29.005913827091,36.7502112081104,-7.7442973810194005,0.0
296,2013,Ciutat Meridiana,10527.0,70.9,29.1,4.9,1323.0,277112,233914,2009,10199,7813,2279,15732,456,2486,1232.0,992,0.0,0,,,,97.5679542203147,108.440629470672,-10.87267525035729,0.0
297,2013,Diagonal Mar i el Front Marítim del Poblenou,13124.0,83.3,16.7,39.2,965.0,1481641,548449,379482,134213,30548,174768,12505,794,108155,30963.0,2478,56166.0,3120,,,,57.2359236854351,40.8717232821467,16.3642004032884,1.0
298,2013,Horta,26547.0,90.6,9.4,19.4,2091.0,1371630,905182,145714,93695,70653,13439,48923,34239,4807,26529.0,17859,5124.0,5466,,,,56.3990505971443,55.3818332517048,1.017217345439505,1.0
299,2013,Hostafrancs,15892.0,79.2,20.8,24.2,1033.0,1052045,558178,132354,115596,78774,48548,25163,917,77390,11863.0,2478,784.0,0,,,,81.516290726817,89.0977443609023,-7.5814536340852925,0.0
300,2013,Montbau,5134.0,89.3,10.7,21.1,330.0,552693,158338,32526,9333,47714,11693,100942,158391,2513,17628.0,6141,0.0,7474,,,,55.9577382117003,55.566425357073,0.3913128546273015,1.0
301,2013,Navas,21791.0,86.8,13.2,22.0,1449.0,1068517,754682,124777,95432,54046,11874,12047,663,5807,1185.0,4563,3087.0,354,,,,63.8668561734904,59.9697400394296,3.897116134060795,1.0
302,2013,Pedralbes,11782.0,84.6,15.4,48.2,317.0,1576092,795755,172690,28064,49398,54997,279354,7558,17474,39041.0,27993,1158.0,102610,,,,39.440203562341,44.8685326547922,-5.4283290924512,0.0
303,2013,Porta,24427.0,86.6,13.4,13.7,1879.0,1318810,753965,237883,137360,51804,32211,29412,707,22073,34488.0,2527,10555.0,5825,,,,76.5510684908858,68.0775430909767,8.473525399909093,1.0
304,2013,Provençals del Poblenou,20160.0,87.2,12.8,19.7,1469.0,1291732,679826,104079,74921,319028,71228,19979,908,13561,84.0,1862,0.0,6256,,,,59.146219828446,51.5160582485538,7.630161579892203,1.0
305,2013,Sant Andreu,56285.0,92.8,7.2,21.1,4102.0,2984463,1988098,347882,239005,223898,27878,53924,37636,10102,29078.0,11567,7626.0,7769,,,,53.4740420709682,50.6941001487357,2.779941922232503,1.0
306,2013,Sant Antoni,38290.0,80.4,19.6,31.2,2424.0,2429581,1631706,213635,226259,139309,100366,25118,23580,31166,13979.0,8269,11593.0,4601,,,,76.3460533193936,73.1573444851019,3.1887088342917025,1.0
307,2013,Sant Genís dels Agudells,6914.0,88.2,11.8,16.7,455.0,365368,251196,27357,16488,13401,3421,31987,4321,1051,9957.0,4804,1385.0,0,,,,62.4369142033165,63.5904830569575,-1.153568853641005,0.0
308,2013,Sant Gervasi - Galvany,46620.0,89.0,11.0,48.4,1640.0,5133459,3113630,594072,363187,213625,501976,90430,82698,75807,36167.0,28516,23485.0,9866,,,,51.4993761562621,50.6389020350213,0.8604741212407987,1.0
309,2013,Sant Gervasi - la Bonanova,25234.0,90.6,9.4,46.5,859.0,2508147,1428416,319543,116623,95970,85947,172946,142466,23671,63641.0,41569,3914.0,13441,,,,57.0162961758849,53.7651887674239,3.251107408460996,1.0
310,2013,Sant Martí de Provençals,26040.0,89.3,10.7,15.6,2022.0,1231692,879448,96879,68458,66144,24494,51686,9600,6182,21042.0,7720,0.0,39,,,,53.5123490036162,52.0504731861199,1.4618758174962991,1.0
311,2013,Sant Pere Santa Caterina i la Ribera,22817.0,61.5,38.5,35.1,1903.0,1951906,1070795,104600,143758,132998,169844,85249,3828,59663,623.0,12003,8900.0,159645,,,,84.2812596073609,99.5212789318811,-15.240019324520205,0.0
312,2013,Sants,41104.0,83.6,16.4,27.1,2535.0,2536134,1495580,278692,246111,280833,76216,52336,32816,51670,8972.0,5040,6490.0,1378,,,,72.4358818228317,70.0976690941861,2.338212728645601,1.0
313,2013,Sants - Badal,24339.0,83.2,16.8,21.3,1372.0,1188900,801308,146788,107999,83002,21744,10369,5063,1918,6169.0,3294,215.0,1031,,,,63.816681039793,62.5025666297072,1.314114410085807,1.0
314,2013,Sarrià,24587.0,88.0,12.0,48.4,680.0,2079209,1207270,286349,89503,73607,45738,186436,63239,17013,46129.0,40355,94.0,23476,,,,55.0511247443763,50.5521472392638,4.498977505112499,1.0
315,2013,Torre Baró,2205.0,84.2,15.8,5.9,253.0,145470,107200,10073,7465,11267,0,7300,1190,515,153.0,223,0.0,84,,,,239.051094890511,75.2737226277372,163.77737226277378,1.0
316,2013,Vallbona,1330.0,87.8,12.2,8.6,154.0,91775,52671,7657,7594,3708,0,2746,35,7461,9074.0,82,0.0,747,,,,50.520059435364,42.3476968796434,8.172362555720596,1.0
317,2013,Vallcarca i els Penitents,15479.0,87.5,12.5,36.9,919.0,1108591,695789,138657,46478,35666,13204,27299,116297,7503,22267.0,4815,142.0,474,,,,60.8943247265903,59.4706529476477,1.423671778942598,1.0
318,2013,Vallvidrera el Tibidabo i les Planes,4491.0,87.1,12.9,39.9,129.0,435851,268755,34288,13388,30157,1912,16369,8024,12246,4825.0,10468,30858.0,4561,,,,62.2041920216362,37.6380437232364,24.566148298399803,1.0
319,2013,Verdun,12296.0,82.7,17.3,8.8,1077.0,475875,355715,39408,49095,14859,2576,11629,0,489,499.0,1604,0.0,1,,,,76.7296617730554,86.1383729418444,-9.408711168788997,0.0
320,2013,Vilapicina i la Torre Llobeta,25527.0,87.8,12.2,18.7,1923.0,1269475,863441,171090,109895,59932,15285,32372,8356,3551,645.0,2297,958.0,1653,,,,62.0130759895079,61.3083819441726,0.7046940453352946,1.0
321,2013,el Baix Guinardó,25673.0,87.1,12.9,27.4,1513.0,1330622,911483,130301,83271,63304,20819,36454,49292,7258,13951.0,5149,72.0,9268,,,,66.6900666900667,61.3470613470613,5.343005343005402,1.0
322,2013,el Barri Gòtic,16325.0,59.3,40.7,34.4,1227.0,2113369,931365,63432,233025,164432,284970,73178,7031,195193,2836.0,35164,17219.0,105524,,,,91.7809061289728,112.74359131985,-20.962685190877195,0.0
323,2013,el Besòs i el Maresme,23184.0,76.0,24.0,8.5,2206.0,985094,620337,37840,83363,89165,37347,37602,21830,18685,11795.0,2927,1453.0,22750,,,,81.1921446491911,85.0852149839952,-3.8930703348040936,0.0
324,2013,el Bon Pastor,12760.0,88.0,12.0,11.2,1013.0,1547066,355463,70129,192360,822792,81873,8631,6532,5134,2546.0,1043,0.0,563,,,,55.78125,56.40625,-0.625,0.0
325,2013,el Camp d'en Grassot i Gràcia Nova,34406.0,87.3,12.7,36.0,1961.0,2101980,1391595,259461,129923,118404,63468,53621,20195,2788,26472.0,10119,799.0,25135,,,,59.1190220389675,62.0807805104678,-2.9617584715002963,0.0
326,2013,el Camp de l'Arpa del Clot,38025.0,84.9,15.1,25.4,2680.0,1945454,1404930,198267,118881,120108,28707,31595,13933,18571,5005.0,3024,830.0,1603,,,,70.7299712651254,68.7000764505839,2.0298948145415068,1.0
327,2013,el Carmel,31847.0,86.8,13.2,9.8,2570.0,1290873,948999,120337,86282,63353,10473,33314,9327,2055,12216.0,3277,990.0,250,,,,72.5722734279153,71.9431249803391,0.629148447576199,1.0
328,2013,el Clot,27154.0,86.4,13.6,22.7,1864.0,1320355,916483,171879,101141,65973,15903,23602,7774,5443,6527.0,1792,1102.0,2736,,,,64.5956788987449,63.6387058780227,0.9569730207221951,1.0
329,2013,el Coll,7169.0,86.0,14.0,27.5,386.0,357683,263854,38702,23352,13976,3592,3872,387,4836,4202.0,910,0.0,0,,,,63.7444690265487,63.4679203539823,0.27654867256639903,1.0
330,2013,el Congrés i els Indians,14020.0,87.0,13.0,21.2,942.0,723402,499694,59797,66662,39852,9333,28226,5110,4952,4929.0,4612,0.0,235,,,,65.524625267666,62.0271234832263,3.4975017844396987,1.0
331,2013,el Fort Pienc,31752.0,81.1,18.9,34.1,1848.0,2089292,1279934,229813,122984,163121,132593,45689,11126,39652,20955.0,5986,30454.0,6985,,,,67.3010271598715,71.1765076564371,-3.8754804965656007,0.0
332,2013,el Guinardó,35792.0,86.4,13.6,25.1,2415.0,1948835,1291044,180811,130382,122529,26944,30331,124338,11171,19092.0,7950,1638.0,2605,,,,71.4986406569691,70.6578099161972,0.8408307407719064,1.0
333,2013,el Parc i la Llacuna del Poblenou,14515.0,80.2,19.8,30.2,912.0,2023442,530947,238416,215675,599903,307591,17294,27833,64946,8636.0,1398,0.0,10803,,,,68.6868686868687,59.1431556948798,9.543712991988905,1.0
334,2013,el Poble Sec - Parc Montjuïc,41042.0,70.6,29.4,21.7,3413.0,2498265,1215400,141352,177566,188529,82432,122880,17976,219768,234602.0,7477,13361.0,76922,,,,103.991801678704,104.455397228187,-0.46359554948300286,0.0
335,2013,el Poblenou,33176.0,83.3,16.7,28.0,2059.0,2009957,1198430,187197,164162,261017,91107,21146,17090,57869,2279.0,6512,2219.0,929,,,,68.0918448139351,62.1231500091358,5.9686948047992985,1.0
336,2013,el Putxet i el Farró,28862.0,87.4,12.6,46.4,1447.0,2115653,1442620,288170,120717,91549,68698,33292,28282,15949,12298.0,12133,1466.0,479,,,,58.699064910245,60.4736878028803,-1.7746228926352998,0.0
337,2013,el Raval,49622.0,51.3,48.7,20.4,4520.0,2732806,1542175,169833,212765,127600,141181,172549,17860,242187,11491.0,29450,51621.0,14094,,,,153.012295081967,168.053278688525,-15.040983606558001,0.0
338,2013,el Turó de la Peira,15307.0,78.6,21.4,11.4,1193.0,580438,449494,25834,33009,33692,2724,20273,5088,422,4753.0,4851,0.0,298,,,,95.2991727057013,87.6034117873405,7.69576091836079,1.0
339,2013,l'Antiga Esquerra de l'Eixample,41842.0,80.9,19.1,42.9,2318.0,4005795,2307947,376061,338110,221987,340221,98129,156290,105988,6045.0,20592,8999.0,25426,,,,64.2759677303521,67.0528810475666,-2.7769133172145075,0.0
340,2013,la Barceloneta,15570.0,69.7,30.3,21.9,1371.0,1028739,428556,138839,59726,23433,149453,31382,39969,124804,28528.0,3383,0.0,666,,,,89.0795329936141,103.721860285106,-14.64232729149191,0.0
341,2013,la Bordeta,18446.0,87.1,12.9,19.2,1211.0,989772,601365,127224,58105,109116,38674,16472,2514,1402,703.0,1240,0.0,32957,,,,54.5836249125262,55.6602250094203,-1.0766000968941043,0.0
342,2013,la Clota,503.0,80.0,20.0,20.4,25.0,30796,19010,888,2492,5750,0,1390,411,0,0.0,855,0.0,0,,,,285.388127853881,111.872146118721,173.51598173515998,1.0
